"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"55021","Columbia County, WI",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"55025","Dane County, WI",".",".",".",".","0.08","0.069","2","1","0","18","8",".",".","."
"55027","Dodge County, WI","0.4","0.3",".",".","0.09","0.067","2","1","0","18","7.6","25","10","."
"55029","Door County, WI",".",".",".",".","0.08","0.075",".",".",".",".",".",".",".","."
"55035","Eau Claire County, WI",".",".",".",".","0.07","0.063",".",".",".","17","7.7","47","15","."
"55039","Fond du Lac County, WI",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"55041","Forest County, WI",".",".",".",".","0.07","0.061","2","1","0","14","5.7",".",".","."
"55043","Grant County, WI",".",".",".",".",".",".",".",".",".","20","8.2",".",".","."
"55055","Jefferson County, WI",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"55059","Kenosha County, WI",".",".",".",".","0.09","0.078",".",".",".","18","7.1",".",".","."
"55061","Kewaunee County, WI",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"55063","La Crosse County, WI",".",".",".",".","0.07","0.061",".",".",".","18","7.7",".",".","."
"55071","Manitowoc County, WI",".",".",".",".","0.09","0.069",".",".",".",".",".",".",".","."
"55073","Marathon County, WI",".",".",".",".","0.06","0.055",".",".",".",".",".",".",".","."
"55079","Milwaukee County, WI","0.9","0.6","40","12","0.09","0.075","2","1","0","21","9","45","14","."
"55087","Outagamie County, WI",".",".",".",".","0.08","0.067","67","16","1","19","7.4",".",".","."
"55089","Ozaukee County, WI",".",".",".",".","0.09","0.073",".",".",".","17","6.5",".",".","."
"55101","Racine County, WI",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"55105","Rock County, WI",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"55111","Sauk County, WI",".",".",".",".","0.07","0.065",".",".",".","17","7.4","44","14","."
"55117","Sheboygan County, WI",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"55119","Taylor County, WI",".",".",".",".","0.06","0.057",".",".",".","15","6.2",".",".","."
"55125","Vilas County, WI",".",".",".",".","0.07","0.059",".",".",".","13","5",".",".","."
"55127","Walworth County, WI",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"55133","Waukesha County, WI",".",".",".",".","0.08","0.067",".",".",".","19","8.8","45","16","."
"56001","Albany County, WY",".",".",".",".","0.08","0.066",".",".",".","38","7","184","34","."
"56003","Big Horn County, WY",".",".",".",".","0.08","0.058",".",".",".",".",".",".",".","."
"56005","Campbell County, WY",".",".",".","1","0.07","0.062",".",".",".",".",".","149","30","."
"56007","Carbon County, WY",".",".","28","4",".",".","15","3","0",".",".",".",".","."
"56009","Converse County, WY","0.4","0.3","18","2","0.08","0.071",".",".",".",".",".","83","21","."
"56013","Fremont County, WY",".",".","4","1","0.08","0.067","41","11","1","37","7.7","68","8","."
"56019","Johnson County, WY",".",".","5","1","0.07","0.064",".",".",".",".",".","67","8","."
"56021","Laramie County, WY","1.5","1",".","3","0.07","0.06",".",".",".","45","4.9","127","16","."
"56023","Lincoln County, WY",".",".",".",".",".",".",".",".",".",".",".","91","15","."
"56025","Natrona County, WY",".",".","36","4","0.08","0.066","12","3","1","36","5","56","14","."
"56029","Park County, WY",".",".",".",".",".",".",".",".",".","35","4.6","54","11","."
"56033","Sheridan County, WY",".",".",".",".","0.07","0.059",".",".",".","34","6.7","52","14","."
"56035","Sublette County, WY",".",".","17","2","0.08","0.069",".",".",".","18","3.1","63","8","."
"56037","Sweetwater County, WY",".",".","37","6","0.08","0.064","7","2","1","16","3.6","301","38","."
"56039","Teton County, WY","1.6","1.4",".",".","0.08","0.066",".",".",".","49","4.8","34","12","."
"56041","Uinta County, WY",".",".",".",".","0.08","0.068",".",".",".",".",".","47","10","."
"56045","Weston County, WY",".",".",".",".","0.07","0.066","6","3","0",".",".",".",".","."
"72021","Bayamon Municipio, PR","13.8","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"72025","Caguas Municipio, PR","2.6","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"72061","Guaynabo Municipio, PR","1.1","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"72077","Juncos Municipio, PR",".",".",".",".","0.12","0.07",".",".",".",".",".",".",".","."
"72097","Mayagnez Municipio, PR",".",".",".",".","0.3","0.03",".",".",".",".",".",".",".","."
"72113","Ponce Municipio, PR","12.6","2.7",".",".",".",".",".",".",".",".",".","99","30","."
"72127","San Juan Municipio, PR","3.6","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"78010","St Croix, VI",".",".",".",".",".",".",".",".",".","18","6.3",".",".","."
